t,scenario,controller,obstacles,x,y,z,vx,vy,vz,v_cmd_x,v_cmd_y,v_des_x,v_des_y,wind_vx,wind_vy,v_disturbed_x,v_disturbed_y,h,correction,goal_distance,cbf_enabled
0.0010080337524414062,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.004305341746658087,-0.0042069521732628345,-0.025227248668670654,-0.004883809946477413,-0.009245375171303749,-0.004013445693999529,0.3319453251887019,0.11096080878114988,0.3319453251887019,0.11096080878114988,0.0,0.0,0.3319453251887019,0.11096080878114988,7.651704183934195,0.0,6.321803535554336,True
0.05106973648071289,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.004305341746658087,-0.0042069521732628345,-0.025227248668670654,-0.004883809946477413,-0.009245375171303749,-0.004013445693999529,0.3319453251887019,0.11096080878114988,0.3319453251887019,0.11096080878114988,0.0,0.0,0.3319453251887019,0.11096080878114988,7.651704183934195,0.0,6.321803535554336,True
0.1010291576385498,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.0063840593211352825,-0.003928739111870527,-0.024848610162734985,-0.003120807930827141,-0.00843728892505169,-0.0032266890630126,0.3319383864662424,0.11098156419057849,0.3319383864662424,0.11098156419057849,0.0,0.0,0.3319383864662424,0.11098156419057849,7.639251835277614,0.0,6.319743858401089,True
0.15116548538208008,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.0063840593211352825,-0.003928739111870527,-0.024848610162734985,-0.003120807930827141,-0.00843728892505169,-0.0032266890630126,0.3319383864662424,0.11098156419057849,0.3319383864662424,0.11098156419057849,0.0,0.0,0.3319383864662424,0.11098156419057849,7.639251835277614,0.0,6.319743858401089,True
0.20119357109069824,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.007356047630310059,-0.003711797297000885,-0.024581462144851685,-0.002683922415599227,-0.00790990237146616,-0.0029628039337694645,0.33193658680823257,0.11098694670140566,0.33193658680823257,0.11098694670140566,0.0,0.0,0.33193658680823257,0.11098694670140566,7.633431603094053,0.0,6.318753239880491,True
0.25122499465942383,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.007999004796147346,-0.003527001477777958,-0.024426445364952087,-0.0024395035579800606,-0.007335026748478413,-0.0028253633063286543,0.3319360839317872,0.11098845067857074,0.3319360839317872,0.11098845067857074,0.0,0.0,0.3319360839317872,0.11098845067857074,7.629582395040268,0.0,6.318084865857255,True
0.3013472557067871,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.008608268573880196,-0.0033380123786628246,-0.024500936269760132,-0.0022808252833783627,-0.006947217043489218,-0.0029108922462910414,0.3319358385262337,0.11098918461672777,0.3319358385262337,0.11098918461672777,0.0,0.0,0.3319358385262337,0.11098918461672777,7.625935633171199,0.0,6.3174471166162185,True
0.3513963222503662,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.009134002961218357,-0.0031124188099056482,-0.024710282683372498,-0.0020041470415890217,-0.00659527163952589,-0.0030334568582475185,0.33193666842366126,0.11098670260801655,0.33193666842366126,0.11098670260801655,0.0,0.0,0.33193666842366126,0.11098670260801655,7.622789099393634,0.0,6.316876978132941,True
0.40146636962890625,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.009547758847475052,-0.0025586062110960484,-0.025074809789657593,-0.0020481611136347055,-0.005827690940350294,-0.0033301920630037785,0.33194359139606733,0.11096599538183165,0.33194359139606733,0.11096599538183165,0.0,0.0,0.33194359139606733,0.11096599538183165,7.620311153079902,0.0,6.316308971609878,True
0.45153212547302246,single_obstacle,cbf_velocity_filter,"3.000,0.000,1.150",0.009750683791935444,-0.002063954481855035,-0.0254555344581604,-0.0022533435840159655,-0.005335221998393536,-0.003561303485184908,0.3319507026380512,0.11094472055084051,0.3319507026380512,0.11094472055084051,0.0,0.0,0.3319507026380512,0.11094472055084051,7.619095232990901,0.0,6.315959701277922,True
