t,scenario,controller,obstacles,x,y,z,x_rel,y_rel,z_rel,origin_x,origin_y,origin_z,vx,vy,vz,v_cmd_x,v_cmd_y,v_des_x,v_des_y,wind_vx,wind_vy,v_disturbed_x,v_disturbed_y,h,correction,goal_distance,cbf_enabled
0.0021734237670898438,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0018607828533276916,0.0012753029586747289,-0.023054474964737892,-0.00026614603120833635,0.004055499215610325,-0.07010731659829617,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.006323180161416531,0.02242456004023552,-0.1551722139120102,0.11971584795716306,-0.2105929178850792,4.008446577531382e-05,0.1499999946441186,0.0,0.0,4.008446577531382e-05,0.1499999946441186,0.07068321837823154,0.3799335954262748,0.9959445363454619,True
0.052536725997924805,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0017894082702696323,0.001174343517050147,-0.03175625205039978,-0.00033752061426639557,0.0039545397739857435,-0.07880909368395805,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.006695571355521679,0.022834889590740204,-0.15872527658939362,0.11964042100662556,-0.21004480176599244,5.082909491073542e-05,0.14999999138801012,0.0,0.0,5.082909491073542e-05,0.14999999138801012,0.07074302844059764,0.37938624589054226,0.9960455174122403,True
0.10259246826171875,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.001684385584667325,0.0011871515307575464,-0.04172473028302193,-0.0004425432998687029,0.003967347787693143,-0.0887775719165802,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.007387117017060518,0.023596353828907013,-0.1616971492767334,0.23952823848394866,-0.2103389055250292,6.664589587575426e-05,0.1499999851944145,0.0,0.0,6.664589587575426e-05,0.1499999851944145,0.07073552702042488,0.499454833267064,0.9960327505246273,True
0.15293288230895996,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0016183594707399607,0.0011823255335912108,-0.04777248203754425,-0.0005085694137960672,0.003962521790526807,-0.09482532367110252,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.008119231089949608,0.02390899322926998,-0.1629820615053177,0.23945786548207765,-0.21036411826724535,7.658888726010384e-05,0.14999998044713986,0.0,0.0,7.658888726010384e-05,0.14999998044713986,0.07073844714747296,0.499428094935517,0.9960376080453667,True
0.2029731273651123,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0014198184944689274,0.001174380537122488,-0.056036174297332764,-0.0007071103900671005,0.0039545767940580845,-0.10308901593089104,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.009610472247004509,0.0232455562800169,-0.16182798147201538,0.23924616633231002,-0.21047679528194854,0.00010648764535335616,0.1499999622012665,0.0,0.0,0.00010648764535335616,0.1499999622012665,0.07074339260628898,0.4993827600301752,0.9960456742010417,True
0.2532985210418701,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0012819705298170447,0.0011170293437317014,-0.062020912766456604,-0.0008449583547189832,0.003897225600667298,-0.10907375440001488,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.009343067184090614,0.02385765127837658,-0.1621810644865036,0.11910067258630219,-0.2099160260501977,0.00012723958899213696,0.1499999460336136,0.0,0.0,0.00012723958899213696,0.1499999460336136,0.07077756696160332,0.37907015804491956,0.996103132773243,True
0.30345845222473145,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.001135319471359253,0.0012400627601891756,-0.06732490658760071,-0.000991609413176775,0.004020259017124772,-0.11437774822115898,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.010434341616928577,0.025351842865347862,-0.16130198538303375,0.238940987286901,-0.21107681228765776,0.00014934173069657165,0.14999992565680648,0.0,0.0,0.00014934173069657165,0.14999992565680648,0.07070499036151821,0.49973393405390465,0.995980234611884,True
0.3539464473724365,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0009773732163012028,0.0011948561295866966,-0.07222788780927658,-0.0011495556682348251,0.003975052386522293,-0.11928072944283485,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.011937559582293034,0.025870369747281075,-0.160800039768219,0.3587723759921877,-0.2114085370286107,0.00017312140203297563,0.14999990009656725,0.0,0.0,0.00017312140203297563,0.14999990009656725,0.07073209108779659,0.6194858150417196,0.9960256109893286,True
0.4038825035095215,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0007099454523995519,0.001129193464294076,-0.07779908925294876,-0.001416983432136476,0.003909389721229672,-0.12485193088650703,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.013151132501661777,0.026302816346287727,-0.15812402963638306,0.23848958601778564,-0.2107759931667952,0.00021338149116994655,0.14999984822772064,0.0,0.0,0.00021338149116994655,0.14999984822772064,0.07077165733730159,0.4991236702944442,0.9960916181394059,True
0.45438361167907715,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.0004552808532025665,0.0011501993285492063,-0.08140156418085098,-0.0016716480313334614,0.003930395585484803,-0.12845440581440926,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.014036727137863636,0.025952117517590523,-0.15818151831626892,0.11821869724147809,-0.21041541063438504,0.00025173627472846466,0.14999978876267786,0.0,0.0,0.00025173627472846466,0.14999978876267786,0.07076000506530816,0.37922990366815124,0.9960710071303298,True
0.5042605400085449,hitl_campaign_conservative,cbf_velocity_filter,"0.002,0.297,0.130",0.00021799402020405978,0.0008922183769755065,-0.08503157645463943,-0.0019089348643319681,0.003672414633911103,-0.1320844180881977,0.002126928884536028,-0.0027801962569355965,0.04705284163355827,-0.014688365161418915,0.02546670287847519,-0.1562339961528778,0.11797703217919295,-0.20902882089212774,0.0002873951381928,0.14999972467986247,0.0,0.0,0.0002873951381928,0.14999972467986247,0.07091368188121296,0.37782581595542275,0.9963294140964309,True
