t,scenario,controller,obstacles,x,y,z,x_rel,y_rel,z_rel,origin_x,origin_y,origin_z,vx,vy,vz,v_cmd_x,v_cmd_y,v_des_x,v_des_y,wind_vx,wind_vy,v_disturbed_x,v_disturbed_y,h,correction,goal_distance,cbf_enabled
0.00223541259765625,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.013827272690832615,-0.007167819421738386,-0.0415557324886322,0.00032446905970573425,-0.001024940051138401,-0.06731865555047989,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.0023624927271157503,-0.015824774280190468,-0.13681136071681976,-4.862052327747785e-05,0.14999999212014883,-4.862052327747785e-05,0.14999999212014883,0.0,0.0,-4.862052327747785e-05,0.14999999212014883,0.07371611981296217,0.0,1.0010249926373247,False
0.05220150947570801,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.013769525103271008,-0.007065754383802414,-0.0489952489733696,0.0002667214721441269,-0.0009228750132024288,-0.07475817203521729,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.002430511172860861,-0.015528596937656403,-0.13866740465164185,-3.9971330858648984e-05,0.14999999467430894,-3.9971330858648984e-05,0.14999999467430894,0.0,0.0,-3.9971330858648984e-05,0.14999999467430894,0.07365464784655515,0.0,1.000922910550577,False
0.1024618148803711,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.013769525103271008,-0.007065754383802414,-0.0489952489733696,0.0002667214721441269,-0.0009228750132024288,-0.07475817203521729,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.002430511172860861,-0.015528596937656403,-0.13866740465164185,-3.9971330858648984e-05,0.14999999467430894,-3.9971330858648984e-05,0.14999999467430894,0.0,0.0,-3.9971330858648984e-05,0.14999999467430894,0.07365464784655515,0.0,1.000922910550577,False
0.152557373046875,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.013525208458304405,-0.006548837758600712,-0.06206151098012924,2.2404827177524567e-05,-0.0004059583880007267,-0.08782443404197693,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.0032546313013881445,-0.014022277668118477,-0.13994260132312775,-3.3593603152875598e-06,0.14999999996238234,-3.3593603152875598e-06,0.14999999996238234,0.0,0.0,-3.3593603152875598e-06,0.14999999996238234,0.0733437403369895,0.0,1.000405958638887,False
0.20294523239135742,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.013450391590595245,-0.006238142028450966,-0.06672699749469757,-5.2412040531635284e-05,-9.526265785098076e-05,-0.09248992055654526,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.002439499134197831,-0.013507969677448273,-0.14055125415325165,7.861057203746326e-06,0.1499999997940126,7.861057203746326e-06,0.1499999997940126,0.0,0.0,7.861057203746326e-06,0.1499999997940126,0.07315716941670657,0.0,1.000095264031231,False
0.2527742385864258,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.01334081869572401,-0.0057494728825986385,-0.07296815514564514,-0.00016198493540287018,0.0003934064880013466,-0.09873107820749283,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.0028849279042333364,-0.013823505491018295,-0.13983124494552612,2.430730264196908e-05,0.14999999803051678,2.430730264196908e-05,0.14999999803051678,0.0,0.0,2.430730264196908e-05,0.14999999803051678,0.07286413711498328,0.0,0.9996066066367215,False
0.3033180236816406,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.01334081869572401,-0.0057494728825986385,-0.07296815514564514,-0.00016198493540287018,0.0003934064880013466,-0.09873107820749283,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.0028849279042333364,-0.013823505491018295,-0.13983124494552612,2.430730264196908e-05,0.14999999803051678,2.430730264196908e-05,0.14999999803051678,0.0,0.0,2.430730264196908e-05,0.14999999803051678,0.07286413711498328,0.0,0.9996066066367215,False
0.353351354598999,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.01305132731795311,-0.005250000394880772,-0.0821043848991394,-0.0004514763131737709,0.0008928789757192135,-0.10786730796098709,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.002896019257605076,-0.013712732121348381,-0.13825039565563202,6.778196114990844e-05,0.1499999846853517,6.778196114990844e-05,0.1499999846853517,0.0,0.0,6.778196114990844e-05,0.1499999846853517,0.0725652736782951,0.0,0.9991072230307858,False
0.40382909774780273,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.01305132731795311,-0.005250000394880772,-0.0821043848991394,-0.0004514763131737709,0.0008928789757192135,-0.10786730796098709,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.002896019257605076,-0.013712732121348381,-0.13825039565563202,6.778196114990844e-05,0.1499999846853517,6.778196114990844e-05,0.1499999846853517,0.0,0.0,6.778196114990844e-05,0.1499999846853517,0.0725652736782951,0.0,0.9991072230307858,False
0.45377445220947266,hitl_campaign_conservative,baseline_no_cbf,"0.014,0.294,0.130",0.012604082003235817,-0.004648342728614807,-0.08936958014965057,-0.0008987216278910637,0.001494536641985178,-0.11513250321149826,0.01350280363112688,-0.006142879370599985,0.025762923061847687,-0.004618379287421703,-0.01467609591782093,-0.13591746985912323,0.00013500996692084396,0.14999993924101712,0.00013500996692084396,0.14999993924101712,0.0,0.0,0.00013500996692084396,0.14999993924101712,0.07220631935514757,0.0,0.9985058678126876,False
