t,scenario,controller,obstacles,x,y,z,vx,vy,vz,v_cmd_x,v_cmd_y,v_des_x,v_des_y,wind_vx,wind_vy,v_disturbed_x,v_disturbed_y,h,correction,goal_distance,cbf_enabled
0.0006532669067382812,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.004439410287886858,0.013172941282391548,-0.008489936590194702,0.0009136374574154615,0.011572287417948246,-0.002064923755824566,0.3409965469098345,0.07887556653089113,0.34099654690983455,0.07887556653089114,0.0,0.0,0.34099654690983455,0.07887556653089114,6.311463948402874,0.0,6.153863508049263,True
0.05078935623168945,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.004819199442863464,0.013800496235489845,-0.009103819727897644,0.0010697436518967152,0.011844910681247711,-0.0021757804788649082,0.3410032858240503,0.07884642704143931,0.3410032858240503,0.07884642704143931,0.0,0.0,0.3410032858240503,0.07884642704143931,6.310074287888668,0.0,6.153352086107692,True
0.10084009170532227,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.005550778470933437,0.014406762085855007,-0.010276839137077332,0.0017207337077707052,0.011950121261179447,-0.0025511286221444607,0.3410087427410644,0.07882282267312254,0.3410087427410644,0.07882282267312254,0.0,0.0,0.3410087427410644,0.07882282267312254,6.306840403763848,0.0,6.15250275013704,True
0.15092802047729492,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.0063854060135781765,0.014801916666328907,-0.011063218116760254,0.0023247364442795515,0.012144342996180058,-0.0028336094692349434,0.34101126729591186,0.07881189997225126,0.3410112672959119,0.07881189997225127,0.0,0.0,0.3410112672959119,0.07881189997225127,6.3028774838760455,0.0,6.15160057475437,True
0.20098185539245605,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.007231720257550478,0.015016460791230202,-0.01188938319683075,0.0029976279474794865,0.012070349417626858,-0.0033179339952766895,0.3410115038789422,0.07881087629396213,0.3410115038789422,0.07881087629396213,0.0,0.0,0.3410115038789422,0.07881087629396213,6.298687661245422,0.0,6.150727685287857,True
0.2510342597961426,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.008086059242486954,0.015066987834870815,-0.012757644057273865,0.0038119573146104813,0.011829348281025887,-0.0035822857171297073,0.34100966937521243,0.07881881369703742,0.34100966937521243,0.07881881369703742,0.0,0.0,0.34100966937521243,0.07881881369703742,6.294305179466942,0.0,6.149883911231903,True
0.3011486530303955,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.0090665677562356,0.014918379485607147,-0.01342928409576416,0.004620618652552366,0.011270824819803238,-0.0037982347421348095,0.34100498244925365,0.07883908893933378,0.34100498244925365,0.07883908893933378,0.0,0.0,0.34100498244925365,0.07883908893933378,6.289085149901977,0.0,6.148962065671151,True
0.35122156143188477,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.00982905738055706,0.014735216274857521,-0.013815850019454956,0.0051893326453864574,0.010765262879431248,-0.0037460254970937967,0.34100049115433,0.07885851274596596,0.34100049115433,0.07885851274596596,0.0,0.0,0.34100049115433,0.07885851274596596,6.2849643332361325,0.0,6.148260440387295,True
0.40131449699401855,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.010323639959096909,0.014521690085530281,-0.013958945870399475,0.005370173137634993,0.010362171567976475,-0.0037421146407723427,0.34099639283157146,0.07887623264239102,0.34099639283157146,0.07887623264239102,0.0,0.0,0.34099639283157146,0.07887623264239102,6.282204050314618,0.0,6.14782669284653,True
0.45143556594848633,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.010435291565954685,0.014256102964282036,-0.013895571231842041,0.0050896042957901955,0.009854387491941452,-0.003619012190029025,0.3409927498030896,0.07889198046523821,0.3409927498030896,0.07889198046523821,0.0,0.0,0.3409927498030896,0.07889198046523821,6.281379108306684,0.0,6.147777772877802,True
0.5014758110046387,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.010238276794552803,0.013774774968624115,-0.013615161180496216,0.004595677834004164,0.009186618030071259,-0.0033260437194257975,0.3409873013965805,0.07891552626877399,0.3409873013965805,0.07891552626877399,0.0,0.0,0.3409873013965805,0.07891552626877399,6.281952824877246,0.0,6.148078226185023,True
0.5515685081481934,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.00992155447602272,0.013388789258897305,-0.013259217143058777,0.003982259891927242,0.008550035767257214,-0.0031780030112713575,0.34098339100673536,0.07893242082660193,0.34098339100673536,0.07893242082660193,0.0,0.0,0.34098339100673536,0.07893242082660193,6.28323552397873,0.0,6.148473829600632,True
0.6016502380371094,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.00945079606026411,0.013157941401004791,-0.01252695918083191,0.0031839446164667606,0.0082734739407897,-0.0027740197256207466,0.34098186678481524,0.0789390050858413,0.34098186678481535,0.07893900508584133,0.0,0.0,0.34098186678481535,0.07893900508584133,6.285460456715617,0.0,6.148984522693328,True
0.6518363952636719,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.008833428844809532,0.013020376674830914,-0.011694401502609253,0.0023159338161349297,0.008154843002557755,-0.0024481858126819134,0.3409819338008978,0.07893871560520938,0.3409819338008978,0.07893871560520938,0.0,0.0,0.3409819338008978,0.07893871560520938,6.28853206868825,0.0,6.149617009119077,True
0.7018420696258545,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.008833428844809532,0.013020376674830914,-0.011694401502609253,0.0023159338161349297,0.008154843002557755,-0.0024481858126819134,0.3409819338008978,0.07893871560520938,0.3409819338008978,0.07893871560520938,0.0,0.0,0.3409819338008978,0.07893871560520938,6.28853206868825,0.0,6.149617009119077,True
0.7520318031311035,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.006895081605762243,0.012069209478795528,-0.009592413902282715,-3.66125168511644e-05,0.007004867773503065,-0.0016844597412273288,0.34097565164621185,0.07896584694943234,0.34097565164621185,0.07896584694943234,0.0,0.0,0.34097565164621185,0.07896584694943234,6.297701072148746,0.0,6.151719958040842,True
0.8019731044769287,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.006895081605762243,0.012069209478795528,-0.009592413902282715,-3.66125168511644e-05,0.007004867773503065,-0.0016844597412273288,0.34097565164621185,0.07896584694943234,0.34097565164621185,0.07896584694943234,0.0,0.0,0.34097565164621185,0.07896584694943234,6.297701072148746,0.0,6.151719958040842,True
0.8520534038543701,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.005932996980845928,0.011222531087696552,-0.008642002940177917,-0.0011643446050584316,0.006054551340639591,-0.0011590431677177548,0.34096784964589316,0.07899952852932451,0.34096784964589316,0.07899952852932451,0.0,0.0,0.34096784964589316,0.07899952852932451,6.301909839335718,0.0,6.152848291225901,True
0.9021046161651611,multi_obstacle,cbf_velocity_filter,"2.600,-0.450,0.800;3.700,0.550,0.800",0.0048749628476798534,0.01023151259869337,-0.007818982005119324,-0.002497357316315174,0.005045395344495773,-0.0008302415371872485,0.3409585195737837,0.079039787006632,0.3409585195737837,0.079039787006632,0.0,0.0,0.3409585195737837,0.079039787006632,6.3064870036437135,0.0,6.154102750171167,True
