t,scenario,controller,obstacles,x,y,z,vx,vy,vz,v_cmd_x,v_cmd_y,v_des_x,v_des_y,wind_vx,wind_vy,v_disturbed_x,v_disturbed_y,h,correction,goal_distance,cbf_enabled
0.0006723403930664062,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.007793867029249668,-0.01413054671138525,0.02201603353023529,0.005222832318395376,0.0015253571327775717,0.018535709008574486,0.3456781728825266,-0.05483247935847906,0.33176025448276214,0.11151292994775482,0.1,-0.18,0.4317602544827621,-0.06848707005224518,7.630997214538134,0.0,6.321649800424583,False
0.050858497619628906,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.007966693490743637,-0.013849278911948204,0.022982239723205566,0.005289827007800341,0.0021967848297208548,0.018785104155540466,0.3456768707518158,-0.05484068769839049,0.33176398608506935,0.11150182750496006,0.1,-0.18,0.4317639860850694,-0.06849817249503994,7.629955109787094,0.0,6.321396369829251,False
0.10084056854248047,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.008257678709924221,-0.01337603572756052,0.024068310856819153,0.005357660818845034,0.002883173990994692,0.018938280642032623,0.3456746796053588,-0.054854497351926226,0.33177026336169124,0.11148314827324364,0.1,-0.18,0.4317702633616912,-0.06851685172675635,7.6282010353299174,0.0,6.320969791573174,False
0.1509382724761963,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.008611584082245827,-0.01285714004188776,0.024956613779067993,0.005508348811417818,0.0036794934421777725,0.0191970057785511,0.3456723445045973,-0.054869210352391805,0.3317769502328942,0.11146324638265125,0.1,-0.18,0.4317769502328942,-0.06853675361734875,7.626069960936988,0.0,6.320469050364147,False
0.20095586776733398,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.0091908173635602,-0.012310169637203217,0.025884822010993958,0.005966805387288332,0.004627475515007973,0.01941026747226715,0.34567028654236603,-0.05488217380642413,0.3317828410784015,0.11144571039723408,0.1,-0.18,0.4317828410784015,-0.06855428960276591,7.622591107218945,0.0,6.319745792481403,False
0.25102949142456055,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.010030035860836506,-0.01172973494976759,0.0266704261302948,0.006555903237313032,0.005578571930527687,0.019449735060334206,0.3456685423039459,-0.05489315860346478,0.3317878321390605,0.1114308505058746,0.1,-0.18,0.43178783213906047,-0.06856914949412539,7.617557973136343,0.0,6.3187654409520855,False
0.30112457275390625,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.011370900087058544,-0.011123472824692726,0.027382418513298035,0.007521841675043106,0.006337225437164307,0.019506139680743217,0.34566763090217856,-0.054898897497811835,0.33179043943221753,0.11142308693164059,0.1,-0.18,0.4317904394322175,-0.0685769130683594,7.609527628494121,0.0,6.317301331998541,False
0.35117244720458984,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.012678317725658417,-0.010653166100382805,0.027970746159553528,0.008260408416390419,0.006936381570994854,0.019335245713591576,0.34566744822875073,-0.05490004767779274,0.3317909619623027,0.1114215309539849,0.1,-0.18,0.4317909619623027,-0.0685784690460151,7.601704323334365,0.0,6.315912212925537,False
0.40125083923339844,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.014132223092019558,-0.010244588367640972,0.028515398502349854,0.009319571778178215,0.007563781924545765,0.01932409219443798,0.34566791412734194,-0.05489711415778198,0.33178962924287386,0.11142549944638484,0.1,-0.18,0.4317896292428739,-0.06857450055361515,7.593011332768228,0.0,6.31440387904406,False
0.4512970447540283,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.015774313360452652,-0.009867686778306961,0.028762534260749817,0.010505313985049725,0.00796045083552599,0.019107190892100334,0.3456689351325623,-0.0548906848592767,0.3317867082183832,0.11143419694873509,0.1,-0.18,0.43178670821838316,-0.0685658030512649,7.583200320041632,0.0,6.312727238443947,False
0.5013463497161865,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.017637085169553757,-0.00940927304327488,0.028690218925476074,0.011702136136591434,0.008339467458426952,0.018798528239130974,0.3456699133533421,-0.05488452425131286,0.33178390907804534,0.11144253082594316,0.1,-0.18,0.4317839090780453,-0.06855746917405683,7.572077090175158,0.0,6.310815452168677,False
0.551422119140625,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.01899886690080166,-0.009059322066605091,0.028600886464118958,0.012331622652709484,0.008626827038824558,0.018509138375520706,0.34567054204746167,-0.0548805645070639,0.33178210982626455,0.11144788736998346,0.1,-0.18,0.4317821098262645,-0.06855211263001654,7.563949826855012,0.0,6.30941311959493,False
0.6014764308929443,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.020169593393802643,-0.00879121944308281,0.028642088174819946,0.01275728177279234,0.008773976936936378,0.01849733293056488,0.34567127435608896,-0.0548759517916313,0.33178001377671495,0.11145412714800108,0.1,-0.18,0.43178001377671493,-0.06854587285199891,7.5569665376741515,0.0,6.308217961919489,False
0.6515367031097412,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.0212482288479805,-0.008637236431241035,0.028828367590904236,0.01312435232102871,0.008839929476380348,0.018461698666214943,0.3456724936130099,-0.054868270971150414,0.3317765233277952,0.11146451708288577,0.1,-0.18,0.43177652332779526,-0.06853548291711423,7.550536715994463,0.0,6.307146445789217,False
0.7016692161560059,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.022467784583568573,-0.008633301593363285,0.02923378348350525,0.013375322334468365,0.008597839623689651,0.018632594496011734,0.34567486810767556,-0.05485330946024247,0.33176972343377914,0.11148475506845645,0.1,-0.18,0.4317697234337792,-0.06851524493154354,7.543272627739086,0.0,6.30598914735913,False
0.7517197132110596,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.023646287620067596,-0.008860910311341286,0.029686659574508667,0.013726752251386642,0.007882482372224331,0.018885018303990364,0.3456785165784461,-0.05483031256636191,0.33175926937997324,0.11151586066773787,0.1,-0.18,0.4317592693799732,-0.06848413933226212,7.536259936929351,0.0,6.304944555858863,False
0.8018600940704346,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.023646287620067596,-0.008860910311341286,0.029686659574508667,0.013726752251386642,0.007882482372224331,0.018885018303990364,0.3456785165784461,-0.05483031256636191,0.33175926937997324,0.11151586066773787,0.1,-0.18,0.4317592693799732,-0.06848413933226212,7.536259936929351,0.0,6.304944555858863,False
0.8519303798675537,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.024925291538238525,-0.009263621643185616,0.029985755681991577,0.01409186702221632,0.007127697113901377,0.01896464265882969,0.34568338625319617,-0.05479960281355694,0.3317453051320908,0.11155739564374922,0.1,-0.18,0.43174530513209075,-0.06844260435625077,7.528655335614783,0.0,6.303860568965504,False
0.9020094871520996,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.026351479813456535,-0.009781507775187492,0.03009636700153351,0.014353732578456402,0.006304454989731312,0.019000783562660217,0.3456892174819282,-0.05476280596109099,0.33172856689193025,0.1116071588556312,0.1,-0.18,0.4317285668919303,-0.06839284114436879,7.520181199501975,0.0,6.302673904917023,False
0.9521803855895996,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.028046011924743652,-0.010370351374149323,0.0299949049949646,0.014733469113707542,0.005323541816323996,0.018964769318699837,0.34569598920810257,-0.05472004244727311,0.33170910619079763,0.11166498497784397,0.1,-0.18,0.4317091061907976,-0.06833501502215603,7.510118051424044,0.0,6.3012556990946,False
1.002270221710205,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.029583435505628586,-0.01083212997764349,0.029824092984199524,0.015151562169194221,0.0046907514333724976,0.018462644889950752,0.34570170832604147,-0.05468389946279017,0.3316926513592324,0.11171385336780147,0.1,-0.18,0.4316926513592324,-0.06828614663219852,7.500991901662397,0.0,6.299946016319442,False
1.052302598953247,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.029583435505628586,-0.01083212997764349,0.029824092984199524,0.015151562169194221,0.0046907514333724976,0.018462644889950752,0.34570170832604147,-0.05468389946279017,0.3316926513592324,0.11171385336780147,0.1,-0.18,0.4316926513592324,-0.06828614663219852,7.500991901662397,0.0,6.299946016319442,False
1.102564811706543,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.03282146528363228,-0.011219690553843975,0.029035300016403198,0.016379129141569138,0.0040189726278185844,0.017421865835785866,0.3457103371315289,-0.05462932180070194,0.3316677916446455,0.11178763789240759,0.1,-0.18,0.4316677916446455,-0.0682123621075924,7.481774338337695,0.0,6.297001215566921,False
1.1524178981781006,wind_bias,baseline_no_cbf,"3.000,0.000,1.150",0.03282146528363228,-0.011219690553843975,0.029035300016403198,0.016379129141569138,0.0040189726278185844,0.017421865835785866,0.3457103371315289,-0.05462932180070194,0.3316677916446455,0.11178763789240759,0.1,-0.18,0.4316677916446455,-0.0682123621075924,7.481774338337695,0.0,6.297001215566921,False
